date,close,open,high,low,volume,change
2016-05-18,53.50,54.50,54.50,53.50,586250,-1.00 (-1.83 %)
2016-05-19,53.50,54.50,54.50,53.00,623940,0.00 (0.00 %)
2016-05-20,51.50,53.50,54.00,51.50,1554880,-2.00 (-3.74 %)
2016-05-23,52.00,52.00,52.00,50.50,1410160,0.50 (0.97 %)
2016-05-24,52.00,53.00,53.00,51.50,471240,0.00 (0.00 %)
2016-05-25,52.00,52.00,52.50,51.50,283630,0.00 (0.00 %)
2016-05-26,51.00,52.00,52.00,50.50,611130,-1.00 (-1.92 %)
2016-05-27,51.50,51.00,52.00,51.00,383940,0.50 (0.98 %)
2016-05-30,53.50,52.00,54.00,52.00,1078090,2.00 (3.88 %)
2016-05-31,52.50,53.50,54.00,52.50,418750,-1.00 (-1.87 %)
2016-06-01,53.50,53.00,53.50,52.50,469570,1.00 (1.90 %)
2016-06-02,53.50,53.50,54.00,53.00,510870,0.00 (0.00 %)
2016-06-03,54.00,53.50,54.00,53.00,345410,0.50 (0.93 %)
2016-06-06,53.50,54.00,54.50,53.00,295810,-0.50 (-0.93 %)
2016-06-07,54.50,53.50,54.50,53.50,401370,1.00 (1.87 %)
2016-06-08,54.50,54.50,56.00,54.00,1064310,0.00 (0.00 %)
2016-06-09,54.50,54.50,55.00,54.00,113090,0.00 (0.00 %)
2016-06-10,54.00,54.50,55.00,54.00,170630,-0.50 (-0.92 %)
2016-06-13,52.50,53.50,53.50,52.50,631990,-1.50 (-2.78 %)
2016-06-14,53.50,52.50,53.50,52.50,278210,1.00 (1.90 %)
2016-06-15,53.50,54.00,54.50,53.00,311910,0.00 (0.00 %)
2016-06-16,53.50,53.50,54.00,53.00,455360,0.00 (0.00 %)
2016-06-17,52.00,53.00,53.50,52.00,3234450,-1.50 (-2.80 %)
2016-06-20,53.50,52.50,54.00,52.00,231660,1.50 (2.88 %)
2016-06-21,54.00,54.00,54.50,53.50,333390,0.50 (0.93 %)
2016-06-22,52.50,54.00,54.00,52.50,464600,-1.50 (-2.78 %)
2016-06-23,53.00,53.00,53.50,52.50,291630,0.50 (0.95 %)
2016-06-24,52.00,53.00,53.00,49.40,1143290,-1.00 (-1.89 %)
2016-06-27,48.40,48.00,48.90,47.90,527320,1.55 (3.32 %)
2016-06-28,47.70,48.40,48.40,47.70,414530,-0.70 (-1.45 %)
2016-06-29,48.00,47.70,48.50,47.70,625710,0.30 (0.63 %)
2016-06-30,49.40,48.50,51.00,48.20,814400,1.40 (2.92 %)
2016-07-01,51.00,50.50,51.50,49.90,888200,1.60 (3.24 %)
2016-07-04,51.00,51.50,52.00,51.00,459790,0.00 (0.00 %)
2016-07-05,51.00,51.50,52.50,51.00,579190,0.00 (0.00 %)
2016-07-06,51.00,51.00,51.50,50.50,528660,0.00 (0.00 %)
2016-07-07,51.50,51.50,52.00,50.50,640510,0.50 (0.98 %)
2016-07-08,51.50,52.00,52.00,51.00,718620,0.00 (0.00 %)
2016-07-11,51.00,51.50,52.00,50.50,632350,-0.50 (-0.97 %)
2016-07-12,52.00,51.00,52.00,51.00,1001810,1.00 (1.96 %)
2016-07-13,55.00,52.50,55.00,52.50,1578230,3.00 (5.77 %)
2016-07-14,53.50,55.00,55.50,53.50,973530,-1.50 (-2.73 %)
2016-07-15,54.50,54.00,54.50,53.00,373250,1.00 (1.87 %)
2016-07-18,54.00,54.50,54.50,53.50,519810,-0.50 (-0.92 %)
2016-07-19,52.00,54.00,54.50,50.50,1550450,-2.00 (-3.70 %)
2016-07-20,50.00,52.00,52.50,50.00,1193970,-2.00 (-3.85 %)
2016-07-21,50.50,50.50,51.50,49.90,622420,0.50 (1.00 %)
2016-07-22,50.00,50.50,51.00,49.60,628770,-0.50 (-0.99 %)
2016-07-25,50.50,50.50,51.00,50.00,148890,0.50 (1.00 %)
2016-07-26,50.50,50.50,51.00,49.80,266140,0.00 (0.00 %)
2016-07-27,51.00,51.00,51.00,50.00,335420,0.50 (0.99 %)
2016-07-28,52.50,51.50,53.00,51.00,528660,1.50 (2.94 %)
2016-07-29,51.00,52.50,52.50,51.00,359260,-1.50 (-2.86 %)
2016-08-01,51.50,51.50,52.00,50.50,460650,0.50 (0.98 %)
2016-08-02,51.00,50.50,52.00,50.50,1349020,-0.50 (-0.97 %)
2016-08-03,49.30,50.00,50.50,49.00,1214100,-1.70 (-3.33 %)
2016-08-04,47.50,49.50,49.60,47.50,732590,-1.80 (-3.65 %)
2016-08-05,44.70,46.50,47.30,44.50,1844020,-2.80 (-5.89 %)
2016-08-08,44.70,44.70,45.50,41.60,3019390,0.00 (0.00 %)
2016-08-09,45.50,44.50,45.80,44.50,827360,0.80 (1.79 %)
2016-08-10,48.60,45.70,48.60,45.70,2852080,3.10 (6.81 %)
2016-08-11,49.00,48.60,49.20,48.20,1964870,0.40 (0.82 %)
2016-08-12,49.00,49.50,49.50,48.60,1226560,0.00 (0.00 %)
2016-08-15,49.00,49.00,49.00,48.50,543500,0.00 (0.00 %)
2016-08-16,47.90,49.00,49.00,47.50,1691880,-1.10 (-2.24 %)
2016-08-17,47.90,47.90,48.70,47.00,1763870,0.00 (0.00 %)
2016-08-18,47.90,48.90,48.90,47.70,432750,0.00 (0.00 %)
